iter	Passed	Remaining
279	3018	7762
280	3027	7745
281	3036	7732
282	3047	7720
283	3056	7706
284	3065	7690
285	3074	7674
286	3084	7663
287	3094	7649
288	3104	7637
289	3113	7622
290	3122	7607
291	3131	7592
292	3140	7578
293	3150	7566
294	3161	7555
295	3170	7541
296	3179	7526
297	3189	7512
298	3200	7503
299	3209	7489
300	3219	7475
301	3228	7461
302	3238	7448
303	3246	7432
304	3255	7418
305	3265	7406
306	3275	7394
307	3284	7380
308	3294	7368
309	3305	7357
310	3316	7347
311	3326	7336
312	3339	7330
313	3350	7319
314	3359	7305
315	3370	7295
316	3381	7285
317	3393	7278
318	3404	7268
319	3415	7257
320	3424	7244
321	3436	7235
322	3448	7228
323	3458	7216
324	3470	7207
325	3480	7195
326	3489	7182
327	3498	7167
328	3507	7153
329	3518	7143
330	3529	7133
331	3538	7119
332	3547	7106
333	3557	7093
334	3567	7082
335	3577	7070
336	3586	7056
337	3595	7042
338	3605	7029
339	3614	7017
340	3624	7003
341	3632	6989
342	3642	6976
343	3651	6963
344	3662	6953
345	3672	6941
346	3681	6927
347	3690	6913
348	3700	6903
349	3710	6890
350	3720	6878
351	3729	6866
352	3739	6853
353	3748	6841
354	3758	6829
355	3768	6817
356	3778	6804
357	3787	6791
358	3795	6777
359	3805	6765
360	3814	6752
361	3823	6739
362	3833	6727
363	3842	6714
364	3853	6703
365	3861	6689
366	3874	6681
367	3884	6671
368	3893	6658
369	3902	6645
370	3912	6632
371	3920	6618
372	3929	6605
373	3938	6591
374	3947	6579
375	3957	6567
376	3966	6555
377	3977	6545
378	3986	6532
379	3996	6520
380	4007	6510
381	4016	6497
382	4025	6484
383	4035	6473
384	4045	6461
385	4054	6449
386	4063	6436
387	4072	6424
388	4084	6414
389	4093	6403
390	4104	6393
391	4114	6381
392	4123	6368
393	4132	6356
394	4142	6344
395	4152	6333
396	4161	6321
397	4171	6308
398	4180	6296
399	4190	6285
400	4201	6276
401	4211	6264
402	4219	6250
403	4227	6237
404	4236	6224
405	4245	6211
406	4254	6198
407	4265	6188
408	4274	6176
409	4283	6163
410	4293	6152
411	4304	6142
412	4312	6130
413	4322	6117
414	4331	6105
415	4340	6093
416	4349	6081
417	4357	6067
418	4366	6055
419	4376	6043
420	4386	6032
421	4396	6021
422	4407	6012
423	4418	6002
424	4429	5992
425	4439	5981
426	4449	5970
427	4459	5959
428	4470	5949
429	4480	5939
430	4490	5928
431	4500	5917
432	4511	5907
433	4522	5897
434	4532	5886
435	4542	5876
436	4553	5866
437	4563	5854
438	4572	5843
439	4582	5832
440	4592	5821
441	4601	5809
442	4610	5796
443	4620	5786
444	4630	5775
445	4640	5764
446	4651	5754
447	4660	5742
448	4671	5732
449	4680	5720
450	4689	5708
451	4698	5696
452	4707	5684
453	4716	5672
454	4726	5661
455	4736	5650
456	4745	5638
457	4753	5625
458	4763	5614
459	4772	5602
460	4781	5590
461	4790	5579
462	4798	5565
463	4807	5553
464	4816	5541
465	4827	5532
466	4836	5520
467	4845	5508
468	4854	5496
469	4863	5484
470	4873	5473
471	4883	5463
472	4893	5452
473	4903	5441
474	4913	5430
475	4923	5419
476	4932	5408
477	4942	5397
478	4952	5386
479	4961	5375
480	4971	5364
481	4981	5353
482	4990	5341
483	4999	5330
484	5011	5321
485	5019	5309
486	5030	5299
487	5040	5288
488	5049	5276
489	5058	5265
490	5067	5253
491	5076	5241
492	5085	5229
493	5094	5218
494	5104	5207
495	5114	5196
496	5123	5185
497	5133	5174
498	5142	5163
499	5151	5151
500	5160	5139
501	5170	5129
502	5180	5118
503	5190	5107
504	5198	5095
505	5207	5083
506	5215	5071
507	5225	5061
508	5234	5049
509	5244	5038
510	5251	5025
511	5261	5014
512	5272	5005
513	5280	4992
514	5288	4980
515	5297	4968
516	5306	4957
517	5315	4946
518	5324	4934
519	5333	4922
520	5343	4912
521	5352	4901
522	5361	4890
523	5370	4878
524	5379	4866
525	5389	4856
526	5400	4846
527	5408	4835
528	5418	4824
529	5428	4813
530	5438	4803
531	5447	4792
532	5456	4780
533	5464	4768
534	5473	4757
535	5482	4746
536	5491	4734
537	5499	4722
538	5509	4712
539	5517	4700
540	5526	4689
541	5538	4679
542	5546	4668
543	5557	4658
544	5567	4648
545	5591	4649
546	5613	4648
547	5631	4644
548	5642	4635
549	5653	4625
550	5664	4615
551	5673	4604
552	5682	4593
553	5692	4582
554	5701	4571
555	5711	4561
556	5721	4550
557	5730	4538
558	5739	4527
559	5748	4516
560	5757	4505
561	5766	4494
562	5777	4484
563	5788	4475
564	5801	4466
565	5814	4458
566	5826	4449
567	5837	4439
568	5847	4429
569	5857	4419
570	5868	4408
571	5878	4398
572	5888	4388
573	5899	4378
574	5910	4368
575	5920	4358
576	5933	4349
577	5942	4338
578	5952	4327
579	5962	4317
580	5971	4306
581	5980	4295
582	5990	4284
583	5999	4273
584	6008	4262
585	6019	4252
586	6029	4242
587	6041	4232
588	6052	4223
589	6062	4213
590	6073	4203
591	6085	4193
592	6096	4184
593	6108	4175
594	6118	4164
595	6129	4154
596	6140	4145
597	6151	4135
598	6162	4125
599	6173	4115
600	6185	4106
601	6196	4096
602	6206	4086
603	6217	4076
604	6226	4065
605	6235	4054
606	6244	4042
607	6253	4031
608	6262	4020
609	6272	4010
610	6281	3998
611	6291	3988
612	6302	3978
613	6313	3969
614	6323	3958
615	6334	3948
616	6346	3939
617	6358	3930
618	6370	3921
619	6381	3911
620	6391	3900
621	6403	3891
622	6414	3881
623	6425	3871
624	6434	3860
625	6445	3850
626	6455	3840
627	6464	3829
628	6474	3818
629	6483	3807
630	6491	3796
631	6500	3785
632	6510	3774
633	6519	3763
634	6528	3752
635	6538	3742
636	6550	3732
637	6560	3722
638	6570	3711
639	6581	3702
640	6592	3692
641	6605	3683
642	6619	3675
643	6630	3665
644	6640	3654
645	6649	3644
646	6660	3633
647	6671	3624
648	6682	3614
649	6694	3604
650	6704	3594
651	6714	3583
652	6723	3572
653	6733	3562
654	6742	3551
655	6751	3540
656	6761	3529
657	6770	3518
658	6778	3507
659	6787	3496
660	6796	3485
661	6805	3474
662	6815	3464
663	6825	3453
664	6835	3443
665	6844	3432
666	6852	3421
667	6863	3411
668	6873	3400
669	6884	3391
670	6896	3381
671	6906	3371
672	6918	3361
673	6929	3351
674	6940	3341
675	6952	3332
676	6963	3322
677	6974	3312
678	6989	3304
679	7000	3294
680	7013	3285
681	7024	3275
682	7033	3264
683	7042	3253
684	7051	3242
685	7060	3231
686	7069	3220
687	7078	3210
688	7088	3199
689	7096	3188
690	7105	3177
691	7115	3167
692	7128	3157
693	7139	3147
694	7149	3137
695	7159	3127
696	7169	3116
697	7181	3107
698	7193	3097
699	7204	3087
700	7215	3077
701	7225	3067
702	7236	3057
703	7245	3046
704	7256	3036
705	7266	3025
706	7276	3015
707	7285	3004
708	7296	2994
709	7304	2983
710	7312	2972
711	7321	2961
712	7331	2950
713	7340	2940
714	7350	2929
715	7359	2919
716	7368	2908
717	7378	2898
718	7388	2887
719	7398	2877
720	7406	2866
721	7416	2855
722	7425	2844
723	7433	2833
724	7443	2823
725	7454	2813
726	7465	2803
727	7477	2793
728	7487	2783
729	7498	2773
730	7508	2763
731	7519	2752
732	7529	2742
733	7540	2732
734	7552	2723
735	7563	2713
736	7573	2702
737	7583	2692
738	7594	2682
739	7606	2672
740	7615	2661
741	7625	2651
742	7634	2640
743	7645	2630
744	7654	2620
745	7663	2609
746	7674	2599
747	7683	2588
748	7692	2577
749	7701	2567
750	7711	2556
751	7720	2546
752	7729	2535
753	7740	2525
754	7749	2514
755	7757	2503
756	7766	2493
757	7775	2482
758	7785	2472
759	7795	2461
760	7803	2450
761	7812	2440
762	7820	2429
763	7830	2418
764	7839	2408
765	7849	2397
766	7858	2387
767	7869	2377
768	7880	2367
769	7891	2357
770	7902	2347
771	7914	2337
772	7925	2327
773	7938	2318
774	7950	2308
775	7962	2298
776	7973	2288
777	7985	2278
778	7997	2268
779	8009	2258
780	8019	2248
781	8028	2238
782	8037	2227
783	8046	2216
784	8055	2206
785	8064	2195
786	8073	2184
787	8081	2174
788	8090	2163
789	8100	2153
790	8109	2142
791	8119	2132
792	8127	2121
793	8137	2111
794	8148	2101
795	8157	2090
796	8167	2080
797	8176	2069
798	8185	2059
799	8194	2048
800	8203	2038
801	8212	2027
802	8221	2016
803	8232	2006
804	8241	1996
805	8251	1986
806	8260	1975
807	8269	1965
808	8278	1954
809	8288	1944
810	8297	1933
811	8307	1923
812	8316	1912
813	8325	1902
814	8335	1892
815	8345	1881
816	8355	1871
817	8367	1861
818	8376	1851
819	8388	1841
820	8398	1831
821	8409	1821
822	8420	1810
823	8430	1800
824	8442	1790
825	8455	1781
826	8465	1770
827	8476	1760
828	8489	1751
829	8500	1740
830	8511	1730
831	8522	1720
832	8531	1710
833	8541	1700
834	8552	1689
835	8560	1679
836	8571	1669
837	8580	1658
838	8589	1648
839	8598	1637
840	8608	1627
841	8617	1617
842	8626	1606
843	8636	1596
844	8645	1585
845	8654	1575
846	8663	1564
847	8671	1554
848	8680	1543
849	8690	1533
850	8698	1522
851	8708	1512
852	8717	1502
853	8727	1492
854	8736	1481
855	8746	1471
856	8755	1460
857	8763	1450
858	8774	1440
859	8784	1430
860	8794	1419
861	8803	1409
862	8811	1398
863	8820	1388
864	8829	1377
865	8839	1367
866	8848	1357
867	8859	1347
868	8868	1336
869	8878	1326
870	8887	1316
871	8899	1306
872	8910	1296
873	8921	1286
874	8933	1276
875	8945	1266
876	8956	1256
877	8969	1246
878	8980	1236
879	8992	1226
880	9003	1216
881	9014	1205
882	9023	1195
883	9037	1185
884	9051	1176
885	9062	1166
886	9074	1156
887	9083	1145
888	9093	1135
889	9103	1125
890	9113	1114
891	9123	1104
892	9131	1094
893	9142	1083
894	9151	1073
895	9160	1063
896	9170	1053
897	9179	1042
898	9188	1032
899	9197	1021
900	9207	1011
901	9216	1001
902	9226	991
903	9235	980
904	9245	970
905	9254	960
906	9263	949
907	9272	939
908	9281	929
909	9290	918
910	9299	908
911	9308	898
912	9318	887
913	9327	877
914	9337	867
915	9346	857
916	9355	846
917	9365	836
918	9375	826
919	9385	816
920	9394	805
921	9403	795
922	9413	785
923	9422	775
924	9434	764
925	9443	754
926	9452	744
927	9461	734
928	9471	723
929	9480	713
930	9488	703
931	9498	693
932	9507	682
933	9518	672
934	9530	662
935	9542	652
936	9553	642
937	9562	632
938	9571	621
939	9580	611
940	9592	601
941	9601	591
942	9611	580
943	9621	570
944	9630	560
945	9641	550
946	9651	540
947	9661	529
948	9670	519
949	9681	509
950	9690	499
951	9699	489
952	9708	478
953	9716	468
954	9727	458
955	9737	448
956	9745	437
957	9755	427
958	9763	417
959	9772	407
960	9783	397
961	9794	386
962	9805	376
963	9815	366
964	9825	356
965	9835	346
966	9846	336
967	9857	325
968	9869	315
969	9880	305
970	9891	295
971	9902	285
972	9913	275
973	9923	264
974	9935	254
975	9945	244
976	9955	234
977	9964	224
978	9973	213
979	9982	203
980	9991	193
981	10000	183
982	10009	173
983	10018	162
984	10028	152
985	10038	142
986	10047	132
987	10058	122
988	10069	111
989	10080	101
990	10093	91
991	10104	81
992	10115	71
993	10127	61
994	10138	50
995	10148	40
996	10158	30
997	10169	20
998	10180	10
999	10191	0
